wals code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
hum	muru1274	Huitoto (Murui)	-1.0	-73.5	South America	Huitoto	Huitotoan	False	False
wal	valm1241	Walman	-3.21666666667	142.5	Papunesia	Wapei-Palei	Torricelli	False	False
kaj	kaur1271	Kaure	-3.41666666667	140.083333333	Papunesia	Kaure	Kaure	False	False
tex	khor1269	Turkic (East-Central Xorasan)	37.0	59.0	Eurasia	Turkic	Altaic	False	False
twx	khor1269	Turkic (West Xorasan)	36.6666666667	56.0	Eurasia	Turkic	Altaic	False	False
teh	tehu1242	Tehuelche	-48.0	-68.0	South America	Chon Proper	Chon	False	False
irx	iran1263	Iranxe	-13.0	-58.0	South America	Iranxe	Iranxe	False	False
kae	kaki1249	Kaki Ae	-8.0	145.833333333	Papunesia	Tate	Eleman	False	False
uma	umaa1242	Uma	-1.83333333333	120.0	Papunesia	Celebic	Austronesian	False	False
bma	cent2194	Berber (Middle Atlas)	33.0	-5.0	Africa	Berber	Afro-Asiatic	True	True
bse	cent2194	Berber (Ayt Seghrouchen Middle Atlas)	33.3333333333	-4.66666666667	Africa	Berber	Afro-Asiatic	False	False
din	nort2815	Dinka	8.5	28.0	Africa	Nilotic	Nilo-Saharan	False	False
arb	arab1268	Arabela	-2.0	-75.1666666667	South America	Zaparoan	Zaparoan	False	False
llm	lele1264	Lelemi	7.33333333333	0.5	Africa	Kwa	Niger-Congo	False	False
lel	lele1276	Lele	9.08333333333	15.5833333333	Africa	East Chadic	Afro-Asiatic	False	False
bgv	bagv1239	Bagvalal	42.5833333333	46.1666666667	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	False	False
cbo	chac1251	Chácobo	-12.1666666667	-66.75	South America	Panoan	Panoan	False	False
kam	kamb1299	Kambera	-9.83333333333	120.166666667	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
mhu	mbal1255	Mbalanhu	-17.5	15.0	Africa	Bantoid	Niger-Congo	False	False
hmi	mini1256	Huitoto (Minica)	-0.333333333333	-74.0	South America	Huitoto	Huitotoan	False	True
dum	vani1248	Dumo	-2.68333333333	141.3	Papunesia	Western Skou	Skou	False	False
olu	olut1240	Olutec	17.95	-95.0	North America	Mixe-Zoque	Mixe-Zoque	False	False
tke	toke1240	Tokelauan	-9.0	-172.0	Papunesia	Oceanic	Austronesian	False	False
pnu	youn1235	Punu	24.0	107.0	Eurasia	Hmong-Mien	Hmong-Mien	False	False
krd	nort2641	Kurdish (Central)	36.0	44.0	Eurasia	Iranian	Indo-European	False	False
snh	sinh1246	Sinhala	7.0	80.5	Eurasia	Indic	Indo-European	False	False
ypk	cent2127	Yup'ik (Central)	59.5	-160.0	North America	Eskimo	Eskimo-Aleut	False	True
dan	dann1241	Dan	7.5	-8.0	Africa	Eastern Mande	Niger-Congo	False	False
yuk	gang1267	Yukulta	-17.3333333333	138.833333333	Australia	Tangkic	Australian	False	False
niv	gily1242	Nivkh	53.3333333333	142.0	Eurasia	Nivkh	Nivkh	False	True
nvs	gily1242	Nivkh (South Sakhalin)	47.0	142.5	Eurasia	Nivkh	Nivkh	False	False
don	nort2735	Dong	27.0	109.0	Eurasia	Kam-Tai	Tai-Kadai	False	False
kzh	nort2735	Kam (Zhanglu)	26.0	108.5	Eurasia	Kam-Tai	Tai-Kadai	False	False
pba	pima1248	Pima Bajo	29.0	-111.0	North America	Tepiman	Uto-Aztecan	False	False
emb	nort2972	Emberá (Northern)	6.83333333333	-77.1666666667	South America	Choco	Choco	False	False
qim	imba1240	Quechua (Imbabura)	0.333333333333	-78.0	South America	Quechuan	Quechuan	True	True
wao	waor1240	Waorani	-1.0	-76.5	South America	Waorani	Waorani	False	False
gnb	kunb1251	Gunbalang	-12.0	134.0	Australia	Gunwinygic	Australian	False	False
mby	mbay1241	Mbay	8.25	17.5	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
ylb	mart1256	Yulparija	-21.0	124.0	Australia	Pama-Nyungan	Australian	False	False
nun	nung1283	Nung (in Vietnam)	21.9166666667	106.416666667	Eurasia	Kam-Tai	Tai-Kadai	False	False
brc	boru1252	Boruca	8.83333333333	-83.25	North America	Talamanca	Chibchan	False	False
tpn	nort2959	Tepehuan (Northern)	26.3333333333	-107.0	North America	Tepiman	Uto-Aztecan	False	False
gno	guan1269	Guanano	0.833333333333	-69.5	South America	Tucanoan	Tucanoan	False	False
prt	pira1254	Piratapuyo	0.333333333333	-69.5	South America	Tucanoan	Tucanoan	False	False
mrt	mart1255	Martuthunira	-20.8333333333	116.5	Australia	Pama-Nyungan	Australian	True	True
wur	waur1244	Waurá	-13.0	-53.0	South America	Central Arawakan	Arawakan	False	False
kgl	umbu1258	Umbu Ungu	-6.0	144.0	Papunesia	Chimbu	Trans-New Guinea	False	False
moc	shek1244	Moca	7.58333333333	35.5	Africa	North Omotic	Afro-Asiatic	False	False
sel	onaa1245	Selknam	-53.0	-70.0	South America	Chon Proper	Chon	False	True
epe	epen1239	Epena Pedee	3.0	-77.0	South America	Choco	Choco	False	True
jel	jeri1242	Jeli	9.5	-5.66666666667	Africa	Western Mande	Niger-Congo	False	False
hak	hakk1236	Hakka	25.0	116.0	Eurasia	Chinese	Sino-Tibetan	False	False
nnn	nort2784	Nuni (Northern)	12.1666666667	-3.0	Africa	Gur	Niger-Congo	False	False
prd	duru1236	Parji (Dravidian)	19.5	82.5	Eurasia	Central Dravidian	Dravidian	False	False
nel	kuma1276	Nelemwa	-20.25	164.083333333	Papunesia	Oceanic	Austronesian	False	False
wrw	warr1258	Warrwa	-17.5	123.5	Australia	Nyulnyulan	Australian	False	False
tal	tali1258	Talinga	0.416666666667	29.6666666667	Africa	Bantoid	Niger-Congo	False	False
yel	yele1255	Yelî Dnye	-11.3666666667	154.166666667	Papunesia	Yele	Yele	False	False
wet	luan1263	Wetan	-8.16666666667	128.0	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
mzc	chiq1250	Mazatec (Chiquihuitlán)	17.75	-96.9166666667	North America	Popolocan	Oto-Manguean	False	False
mzh	huau1238	Mazatec (Huautla)	18.25	-96.8333333333	North America	Popolocan	Oto-Manguean	False	False
kto	kato1244	Kato	39.6666666667	-123.666666667	North America	Athapaskan	Na-Dene	False	False
lrk	lari1255	Larike	-3.75	127.916666667	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
shm	sham1280	Shambala	-4.25	38.25	Africa	Bantoid	Niger-Congo	False	False
jug	tase1235	Jugli	27.5	96.3333333333	Eurasia	Northern Naga	Sino-Tibetan	False	False
lun	tase1235	Lungchang	27.5	96.4166666667	Eurasia	Northern Naga	Sino-Tibetan	False	False
kzy	komi1268	Komi-Zyrian	65.0	55.0	Eurasia	Permic	Uralic	False	False
yzv	komi1268	Yazva	65.0	55.0	Eurasia	Finnic	Uralic	False	False
ksi	puoc1238	Ksingmul	21.0833333333	104.0	Eurasia	Palaung-Khmuic	Austro-Asiatic	False	False
ivs	ivat1242	Ivatan (Southern)	20.3333333333	121.833333333	Papunesia	Batanic	Austronesian	False	False
qaw	qawa1238	Qawasqar	-49.0	-75.0	South America	Alacalufan	Alacalufan	False	True
wmu	wikm1247	Wik Munkan	-13.9166666667	141.75	Australia	Pama-Nyungan	Australian	False	False
aso	sout2694	Altai (Southern)	51.0	87.0	Eurasia	Turkic	Altaic	False	False
luc	luch1239	Lucazi	-14.0	20.0	Africa	Bantoid	Niger-Congo	False	False
mdm	None	Madimadi	-34.5	143.5	None	Pama-Nyungan	Australian	False	False
ess	esse1238	Esselen	36.25	-121.75	North America	Esselen	Esselen	False	False
mtb	matu1259	Matuumbi	-8.5	39.0	Africa	Bantoid	Niger-Congo	False	False
tmc	timu1245	Timucua	30.25	-82.5	North America	Timucua	Timucua	False	False
ojm	chip1241	Ojibwe (Minnesota)	47.6666666667	-92.5	North America	Algonquian	Algic	False	False
twe	lowl1265	Tarahumara (Western)	27.5	-108.0	North America	Tarahumaran	Uto-Aztecan	False	False
kun	bord1248	Kuna	8.0	-77.3333333333	South America	Kuna	Chibchan	False	False
cmr	mara1382	Chin (Mara)	23.0	93.1666666667	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
tws	sout2961	Tiwa (Southern)	35.0	-106.333333333	North America	Kiowa-Tanoan	Kiowa-Tanoan	False	False
gae	scot1245	Gaelic (Scots)	57.0	-4.0	Eurasia	Celtic	Indo-European	False	False
tpt	tapi1253	Tapieté	-19.75	-61.6666666667	South America	Tupi-Guaraní	Tupian	False	False
bos	bosn1245	Bosnian	43.0	18.0	Eurasia	Slavic	Indo-European	False	False
siu	sius1254	Siuslaw	44.0	-124.0	North America	Siuslawan	Oregon Coast	False	False
mac	macu1259	Macushi	4.0	-60.0	South America	Cariban	Cariban	False	False
nsn	nise1244	Nisenan	39.0	-121.0	North America	Maiduan	Penutian	False	False
uyg	uigh1240	Uyghur	40.0	80.0	Eurasia	Turkic	Altaic	False	False
tuc	tuca1252	Tucano	0.5	-69.1666666667	South America	Tucanoan	Tucanoan	False	False
kwo	kwom1262	Kwoma	-4.16666666667	142.75	Papunesia	Middle Sepik	Sepik	False	False
way	waya1270	Wayampi	1.0	-52.0	South America	Tupi-Guaraní	Tupian	False	False
tuv	tuvi1240	Tuvan	52.0	95.0	Eurasia	Turkic	Altaic	False	False
bun	tere1278	Buin	-6.75	155.75	Papunesia	East Bougainville	East Bougainville	False	False
xia	minn1241	Xiamen	24.5	118.166666667	Eurasia	Chinese	Sino-Tibetan	False	False
taq	minn1241	Taiwanese	25.0	121.5	Eurasia	Chinese	Sino-Tibetan	False	False
fuz	mind1253	Fuzhou	26.0	119.5	Eurasia	Chinese	Sino-Tibetan	False	False
wuc	wuch1236	Wu (Changzhou)	31.6666666667	119.916666667	Eurasia	Chinese	Sino-Tibetan	False	False
kug	mand1415	Kunming	25.0	102.75	Eurasia	Chinese	Sino-Tibetan	False	False
mnd	mand1415	Mandarin	34.0	110.0	Eurasia	Chinese	Sino-Tibetan	True	True
ble	baou1238	Baule	7.0	-5.0	Africa	Kwa	Niger-Congo	False	False
kgz	kirg1245	Kirghiz	42.0	75.0	Eurasia	Turkic	Altaic	False	False
scr	sout1528	Serbian-Croatian	44.0	19.0	Eurasia	Slavic	Indo-European	False	False
chp	chip1261	Chipewyan	59.0	-106.0	North America	Athapaskan	Na-Dene	False	False
pis	asue1235	Pisa	-5.16666666667	139.166666667	Papunesia	Awju-Dumut	Trans-New Guinea	False	False
uhi	urad1239	Uradhi	-11.9166666667	142.416666667	Australia	Pama-Nyungan	Australian	False	False
smj	sema1266	Semai	4.33333333333	101.666666667	Eurasia	Aslian	Austro-Asiatic	False	False
qec	chim1302	Quechua (Ecuadorean)	-1.0	-79.0	South America	Quechuan	Quechuan	False	False
tbw	taab1238	Tabwa	-8.0	29.5	Africa	Bantoid	Niger-Congo	False	False
ayn	ainu1251	Aynu	39.5	76.0	Eurasia	Turkic	Altaic	False	False
clc	cola1237	Colac	-38.3333333333	143.5	Australia	Pama-Nyungan	Australian	False	False
agl	aghu1253	Aghul	41.75	47.6666666667	Eurasia	Lezgic	Nakh-Daghestanian	False	False
krg	shon1251	Karanga	-20.0	31.0	Africa	Bantoid	Niger-Congo	False	False
mge	east2333	Mnong (Eastern)	12.6666666667	108.5	Eurasia	Bahnaric	Austro-Asiatic	False	False
baj	indo1317	Bajau (Sama)	-4.33333333333	123.0	Papunesia	Sama-Bajaw	Austronesian	False	False
awt	awtu1239	Awtuw	-3.58333333333	142.0	Papunesia	Ram	Sepik	False	False
twn	nort1550	Tiwa (Northern)	36.5	-105.5	North America	Kiowa-Tanoan	Kiowa-Tanoan	False	False
dji	djin1251	Djingili	-17.75	134.0	Australia	West Barkly	Australian	False	False
abz	abaz1241	Abaza	44.0	42.0	Eurasia	Northwest Caucasian	Northwest Caucasian	False	False
cba	barb1263	Chumash (Barbareño)	34.5	-120.25	North America	Chumash	Chumash	False	False
see	taro1264	Seediq	24.1666666667	121.416666667	Papunesia	Atayalic	Austronesian	False	False
bgn	bugu1246	Bugun	27.5	92.5833333333	Eurasia	Western Arunachal	Sino-Tibetan	False	False
pkm	poco1241	Pokomchí	15.4166666667	-90.5	North America	Mayan	Mayan	False	False
tce	cent2131	Tarahumara (Central)	27.5	-107.5	North America	Tarahumaran	Uto-Aztecan	False	False
yqy	yaqa1246	Yaqay	-6.58333333333	139.25	Papunesia	Marind Proper	Marind	False	False
any	anua1242	Anywa	8.0	33.5	Africa	Nilotic	Nilo-Saharan	False	False
so	sooo1256	So	2.58333333333	34.75	Africa	Kuliak	Nilo-Saharan	False	False
tho	thom1243	Thompson	49.75	-121.75	North America	Interior Salish	Salishan	False	False
cic	nyan1308	Chichewa	-14.0	34.0	Africa	Bantoid	Niger-Congo	False	False
ynk	yank1247	Yankuntjatjara	-27.0	132.0	Australia	Pama-Nyungan	Australian	False	False
lob	lobi1245	Lobi	10.5	-3.25	Africa	Gur	Niger-Congo	False	False
btk	cent2083	Bontok	17.0833333333	120.916666667	Papunesia	Northern Luzon	Austronesian	False	False
lge	nort2627	Low German	53.0	10.0	Eurasia	Germanic	Indo-European	False	False
ati	atik1240	Atikamekw	48.0	-74.0	North America	Algonquian	Algic	False	False
kda	kond1295	Konda	19.5	83.0	Eurasia	South-Central Dravidian	Dravidian	False	False
tes	teso1249	Teso	1.83333333333	33.8333333333	Africa	Nilotic	Nilo-Saharan	False	False
kgt	west2618	Kangiryuarmiut	68.3333333333	-133.75	North America	Eskimo	Eskimo-Aleut	False	False
mrs	nucl1594	Mairasi	-3.5	134.0	Papunesia	Mairasi-Tanahmerah	Trans-New Guinea	False	False
geo	nucl1302	Georgian	42.0	44.0	Eurasia	Kartvelian	Kartvelian	True	True
sno	nort2671	Saami (Northern)	69.0	24.0	Eurasia	Saami	Uralic	False	False
ych	cent2127	Yup'ik (Chevak)	61.5	-165.75	North America	Eskimo	Eskimo-Aleut	False	False
skp	selk1253	Selkup	65.0	82.0	Eurasia	Samoyedic	Uralic	False	False
aba	abau1245	Abau	-4.0	141.25	Papunesia	Upper Sepik	Sepik	False	False
bae	bare1276	Baré	1.0	-67.0	South America	Northern Arawakan	Arawakan	False	False
put	utes1238	Paiute (Southern)	37.8333333333	-113.333333333	North America	Numic	Uto-Aztecan	False	False
bee	beem1239	Beembe	-3.91666666667	14.0833333333	Africa	Bantoid	Niger-Congo	False	False
evn	even1260	Even	68.0	130.0	Eurasia	Tungusic	Altaic	False	False
ruk	ruka1240	Rukai (Tanan)	22.8333333333	120.833333333	Papunesia	Rukai	Austronesian	False	False
rom	roma1327	Romanian	46.0	25.0	Eurasia	Romance	Indo-European	False	False
ksh	kash1280	Kashaya	38.6666666667	-123.333333333	North America	Pomoan	Hokan	False	False
ctl	stan1289	Catalan	41.75	2.0	Eurasia	Romance	Indo-European	False	False
mum	nucl1240	Mumuye	9.0	11.6666666667	Africa	Adamawa	Niger-Congo	False	False
kri	kari1255	Kipea	-10.0	-37.0	South America	Kariri	Kariri	False	False
msy	west2418	Magar (Syangja)	28.0833333333	83.8333333333	Eurasia	Mahakiranti	Sino-Tibetan	False	False
syg	west2402	Saryg Yughur	38.75	99.75	Eurasia	Turkic	Altaic	False	False
koy	koya1251	Koya	17.5	81.3333333333	Eurasia	South-Central Dravidian	Dravidian	False	False
pam	cent2145	Pame	22.0	-99.5	North America	Pamean	Oto-Manguean	False	False
lav	lavu1241	Lavukaleve	-9.08333333333	159.2	Papunesia	Lavukaleve	Solomons East Papuan	True	True
wlw	warl1256	Warluwara	-22.0	138.5	Australia	Pama-Nyungan	Australian	False	False
nan	nand1266	Nandi	0.25	35.0	Africa	Nilotic	Nilo-Saharan	False	False
ood	toho1245	O'odham	32.0	-112.0	North America	Tepiman	Uto-Aztecan	False	False
pir	yine1238	Piro	-11.0	-73.5	South America	Purus	Arawakan	False	False
nrm	naro1251	Narom	4.41666666667	114.0	Papunesia	North Borneo	Austronesian	False	False
cri	crim1257	Crimean Tatar	45.0	34.0833333333	Eurasia	Turkic	Altaic	False	False
apu	apur1254	Apurinã	-9.0	-67.0	South America	Purus	Arawakan	True	True
cnl	cane1242	Canela	-7.0	-45.0	South America	Ge-Kaingang	Macro-Ge	False	False
ccp	coco1261	Cocopa	32.3333333333	-115.0	North America	Yuman	Hokan	False	False
mcr	mori1278	Mauritian Creole	-20.3333333333	57.5	Africa	Creoles and Pidgins	other	False	False
ngr	narr1259	Ngarinyeri	-36.0	140.0	Australia	Pama-Nyungan	Australian	False	False
les	lese1243	Lese	2.0	29.0	Africa	Mangbutu-Efe	Nilo-Saharan	False	False
gdf	gudu1252	Guduf	11.2333333333	13.8	Africa	Biu-Mandara	Afro-Asiatic	False	False
dgb	dagb1246	Dagbani	9.58333333333	-0.5	Africa	Gur	Niger-Congo	False	False
lno	ladi1251	Ladino	40.0	33.0	Eurasia	Romance	Indo-European	False	False
khi	khin1240	Khinalug	41.1666666667	48.0833333333	Eurasia	Lezgic	Nakh-Daghestanian	False	False
tvo	tata1255	Tatar	56.0	49.5	Eurasia	Turkic	Altaic	False	False
cjo	chic1272	Chichimeca-Jonaz	21.6666666667	-100.5	North America	Chichimec	Oto-Manguean	False	False
kfy	kirg1245	Kirghiz (Fu-Yu)	47.75	124.416666667	Eurasia	Turkic	Altaic	False	False
bsk	bash1264	Bashkir	53.0	58.0	Eurasia	Turkic	Altaic	False	False
lse	span1263	Lengua de Señas Española	40.0	-3.0	Eurasia	Sign Languages	other	False	False
mxs	sila1250	Mixtec (Silacayoapan)	17.5	-98.1666666667	North America	Mixtecan	Oto-Manguean	False	False
mid	mido1240	Midob	15.0833333333	26.25	Africa	Nubian	Nilo-Saharan	False	False
yok	yoku1256	Yokuts (Yaudanchi)	36.0833333333	-119.083333333	North America	Yokuts	Penutian	False	False
psm	male1292	Passamaquoddy-Maliseet	45.0	-67.0	North America	Algonquian	Algic	False	True
akc	akac1240	Aka-Cari	13.5	93.0	Eurasia	Great Andamanese	Great Andamanese	False	False
gan	apuc1241	Great Andamanese	12.0	92.6666666667	Eurasia	Great Andamanese	Great Andamanese	False	False
akb	akab1249	Aka-Biada	11.6666666667	92.5	Eurasia	Great Andamanese	Great Andamanese	False	False
bbl	dibo1245	Babole	1.08333333333	17.25	Africa	Bantoid	Niger-Congo	False	False
dio	jola1263	Diola-Fogny	13.0	-16.25	Africa	Northern Atlantic	Niger-Congo	False	True
rny	nyan1307	Runyankore	-0.5	30.5	Africa	Bantoid	Niger-Congo	False	False
aht	ahte1237	Ahtna	62.0	-145.0	North America	Athapaskan	Na-Dene	False	False
mni	moni1261	Moni	-3.66666666667	137.0	Papunesia	Wissel Lakes-Kemandoga	Trans-New Guinea	False	False
mij	miju1243	Miju	29.0	96.0	Eurasia	Tani	Sino-Tibetan	False	False
war	wari1268	Wari'	-11.3333333333	-65.0	South America	Chapacura-Wanham	Chapacura-Wanham	True	True
maa	masa1300	Maasai	-3.0	36.0	Africa	Nilotic	Nilo-Saharan	False	False
tni	tina1246	Tinani	32.3333333333	77.1666666667	Eurasia	Bodic	Sino-Tibetan	False	False
abu	abun1252	Abun	-0.5	132.5	Papunesia	North-Central Bird's Head	West Papuan	False	False
inu	nort2943	Iñupiaq	67.0	-161.0	North America	Eskimo	Eskimo-Aleut	False	False
nbo	nyam1277	Nyambo	-1.0	31.3333333333	Africa	Bantoid	Niger-Congo	False	False
cil	luba1249	CiLuba	-6.0	22.0	Africa	Bantoid	Niger-Congo	False	False
dhu	dhur1239	Dhurga	-35.6666666667	150.0	Australia	Pama-Nyungan	Australian	False	False
wdo	None	Western Desert (Ooldea)	-30.5	132.0	None	Pama-Nyungan	Australian	False	False
kop	komi1269	Komi-Permyak	59.5	54.5	Eurasia	Permic	Uralic	False	False
crq	carr1249	Carrier	53.75	-123.5	North America	Athapaskan	Na-Dene	False	False
bnl	bang1339	Banggarla	-32.0	137.0	Australia	Pama-Nyungan	Australian	False	False
pow	powh1243	Powhatan	37.3333333333	-76.5	North America	Algonquian	Algic	False	False
jmo	jurm1239	Jur Mödö	6.0	30.0	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
kbu	kane1243	Kanembu	14.0	15.0	Africa	Western Saharan	Nilo-Saharan	False	False
bur	buru1296	Burushaski	36.5	74.5	Eurasia	Burushaski	Burushaski	True	True
bob	bang1354	Bobangi	-1.33333333333	17.3333333333	Africa	Bantoid	Niger-Congo	False	False
wik	yoku1256	Wikchamni	36.4166666667	-119.083333333	North America	Yokuts	Penutian	False	False
bto	bata1289	Batak (Toba)	2.5	99.0	Papunesia	Northwest Sumatra-Barrier Islands	Austronesian	False	False
moo	moss1236	Mooré	12.8333333333	-1.25	Africa	Gur	Niger-Congo	False	False
iwa	iwai1244	Iwaidja	-11.5	132.666666667	Australia	Iwaidjan	Australian	False	False
asl	amer1248	American Sign Language	39.0	-78.0	North America	Sign Languages	other	False	False
kus	kusu1250	Kusunda	28.0	84.6666666667	Eurasia	Kusunda	Kusunda	False	False
kem	qima1242	Kemant	12.6666666667	37.4166666667	Africa	Central Cushitic	Afro-Asiatic	False	False
kfc	None	Kriol (Fitzroy Crossing)	-18.1666666667	125.583333333	None	Creoles and Pidgins	other	False	False
dom	doma1258	Domari	32.0	35.0	Eurasia	Indic	Indo-European	False	False
htt	mini1256	Huitoto	-1.0	-74.0	South America	Huitoto	Huitotoan	False	False
knd	nucl1305	Kannada	14.0	76.0	Eurasia	Southern Dravidian	Dravidian	True	True
kro	kron1241	Krongo	10.5	30.0	Africa	Kadugli	Kadugli	True	True
yna	nauk1242	Yupik (Naukan)	66.0	-172.0	Eurasia	Eskimo	Eskimo-Aleut	False	False
ain	ainu1240	Ainu	43.0	143.0	Eurasia	Ainu	Ainu	False	True
kyl	east2342	Kayah Li (Eastern)	19.0	97.5	Eurasia	Karen	Sino-Tibetan	False	True
dts	toro1252	Toro So	14.4166666667	-3.25	Africa	Dogon	Niger-Congo	False	False
lje	lauj1238	Lauje	-0.5	120.0	Papunesia	Celebic	Austronesian	False	False
wrg	warr1255	Warrgamay	-18.5833333333	146.083333333	Australia	Pama-Nyungan	Australian	False	False
kkv	kali1298	Kaliai-Kove	-5.58333333333	149.666666667	Papunesia	Oceanic	Austronesian	False	False
brw	west2397	Bru (Western)	16.75	104.75	Eurasia	Katuic	Austro-Asiatic	False	False
hrr	hara1271	Harari	9.25	42.1666666667	Africa	Semitic	Afro-Asiatic	False	False
kim	kima1246	Kimaghama	-8.0	138.5	Papunesia	Kolopom	Kolopom	False	False
ngu	nort2836	Nguna	-16.9166666667	168.5	Papunesia	Oceanic	Austronesian	False	False
nko	chig1238	Nkore-Kiga	-0.916666666667	29.8333333333	Africa	Bantoid	Niger-Congo	False	True
bus	busa1253	Busa	9.66666666667	4.0	Africa	Eastern Mande	Niger-Congo	False	False
mxg	sanm1295	Mixtec (San Miguel el Grande)	17.05	-97.5666666667	North America	Mixtecan	Oto-Manguean	False	False
tsn	tson1249	Tsonga	-24.0	32.0	Africa	Bantoid	Niger-Congo	False	False
amb	ambu1247	Ambulas	-3.83333333333	143.0	Papunesia	Middle Sepik	Sepik	False	False
klz	kala1384	Kalanga	-20.5	27.5	Africa	Bantoid	Niger-Congo	False	False
hlu	halk1245	Halkomelem (Upriver)	49.25	-121.916666667	North America	Central Salish	Salishan	False	False
tic	ticu1245	Ticuna	-4.0	-70.5	South America	Ticuna	Ticuna	False	False
brd	bard1255	Bardi	-16.5833333333	122.916666667	Australia	Nyulnyulan	Australian	False	False
tnb	ango1257	Tunebo	6.75	-72.25	South America	Chibchan Proper	Chibchan	False	False
tet	tete1250	Tetela	-4.0	24.0	Africa	Bantoid	Niger-Congo	False	False
bej	beja1238	Beja	18.0	36.0	Africa	Beja	Afro-Asiatic	False	True
sim	sime1241	Simeulue	2.5	96.25	Papunesia	Northwest Sumatra-Barrier Islands	Austronesian	False	False
agt	leni1238	Anguthimri	-12.3333333333	141.833333333	Australia	Pama-Nyungan	Australian	False	False
pen	peng1244	Pengo	19.8333333333	83.8333333333	Eurasia	South-Central Dravidian	Dravidian	False	False
lai	haka1240	Lai	22.6666666667	93.6666666667	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
sak	saka1289	Sakao	-15.1666666667	167.083333333	Papunesia	Oceanic	Austronesian	False	False
hmu	nupo1240	Huitoto (Muinane)	-2.41666666667	-71.0	South America	Huitoto	Huitotoan	False	False
qco	sout2991	Quechua (Cochabamba)	-17.5	-66.0	South America	Quechuan	Quechuan	False	False
kut	kute1249	Kutenai	49.5	-116.0	North America	Kutenai	Kutenai	True	True
bsm	bisl1239	Bislama	-16.0	168.0	Papunesia	Creoles and Pidgins	other	False	False
ksa	east1472	Keresan (Santa Ana)	35.4166666667	-106.666666667	North America	Keresan	Keresan	False	False
cin	ines1240	Chumash (Ineseño)	34.6666666667	-120.25	North America	Chumash	Chumash	False	False
ygr	yaga1260	Yagaria	-6.33333333333	145.416666667	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
kyn	koyu1237	Koyukon	65.0	-155.0	North America	Athapaskan	Na-Dene	False	False
bkn	orok1266	Bakundu	4.83333333333	9.33333333333	Africa	Bantoid	Niger-Congo	False	False
kpe	libe1247	Kpelle	7.0	-10.0	Africa	Western Mande	Niger-Congo	False	False
miz	lush1249	Mizo	23.1666666667	92.8333333333	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
ksg	sgaw1245	Karen (Sgaw)	18.0	97.0	Eurasia	Karen	Sino-Tibetan	False	False
kll	kalu1248	Kaluli	-6.5	142.75	Papunesia	Bosavi	Bosavi	False	False
bug	bugi1244	Bugis	-4.0	120.0	Papunesia	South Sulawesi	Austronesian	False	False
grf	gari1256	Garífuna	15.6666666667	-88.0	North America	Northern Arawakan	Arawakan	False	False
dul	drun1238	Dulong	28.0	98.3333333333	Eurasia	Nungish	Sino-Tibetan	False	False
asm	tamn1235	Asmat	-5.5	138.5	Papunesia	Asmat-Kamoro	Trans-New Guinea	True	True
bem	bemb1258	Bemba	-10.0	28.25	Africa	Bantoid	Niger-Congo	False	False
par	pari1256	Päri	5.0	32.5	Africa	Nilotic	Nilo-Saharan	False	False
kfe	koro1298	Koromfe	14.25	-0.916666666667	Africa	Gur	Niger-Congo	False	True
nob	nobi1240	Nobiin	21.0	31.0	Africa	Nubian	Nilo-Saharan	False	False
mea	meya1236	Meyah	-1.16666666667	133.5	Papunesia	East Bird's Head	East Bird's Head	False	False
nse	nsen1242	Nsenga	-14.5	30.8333333333	Africa	Bantoid	Niger-Congo	False	False
nor	norw1259	Norwegian	61.0	8.0	Eurasia	Germanic	Indo-European	False	False
jur	jurc1239	Jurchen	47.0	130.0	Eurasia	Tungusic	Altaic	False	False
ahu	aghu1255	Aghu	-6.16666666667	140.166666667	Papunesia	Awju-Dumut	Trans-New Guinea	False	False
mka	maho1249	Mauka	8.33333333333	-7.5	Africa	Western Mande	Niger-Congo	False	False
yug	yugh1239	Yugh	61.0	90.0	Eurasia	Yeniseian	Yeniseian	False	False
gdl	guad1242	Guadeloupe Creole	16.25	-61.5	North America	Creoles and Pidgins	other	False	False
bkl	cent2087	Bikol	13.3333333333	123.5	Papunesia	Greater Central Philippine	Austronesian	False	False
laf	lafo1243	Lafofa	10.25	31.25	Africa	Tegem	Niger-Congo	False	False
mkn	mank1251	Mankanya	12.0833333333	-15.9166666667	Africa	Northern Atlantic	Niger-Congo	False	False
sly	sela1260	Selayar	-6.0	120.5	Papunesia	South Sulawesi	Austronesian	False	False
did	didi1258	Didinga	4.5	33.5	Africa	Surmic	Nilo-Saharan	False	False
win	wint1259	Wintu	41.0	-122.5	North America	Wintuan	Penutian	False	False
tne	timn1235	Temne	8.66666666667	-13.0833333333	Africa	Southern Atlantic	Niger-Congo	False	False
